05/12/2015 21:06:31;LOGON;01495929;;
05/12/2015 21:06:54;VISIT;01495929;G_RTUTIL_A;
05/12/2015 21:07:14;VISIT;01495929;REL_TUR_UT;
05/12/2015 23:22:51;LOGOFF;01495929;;172.23.141.39
10/12/2015 21:43:58;LOGON;01495929;;
10/12/2015 21:44:07;VISIT;01495929;STOPS_UTL3;
10/12/2015 23:46:35;LOGOFF;01495929;;172.23.141.39
19/01/2016 21:49:19;LOGON;01495929;;
19/01/2016 21:49:24;VISIT;01495929;G_RTUTIL_A;
19/01/2016 22:37:09;EXPIRE SESSION;01495929;;
02/03/2016 19:57:41;LOGON;01495929;;
02/03/2016 19:57:57;VISIT;01495929;REL_TUR_UT;
02/03/2016 19:58:25;VISIT;01495929;STOPS_UTL3;
03/03/2016 00:10:14;LOGOFF;01495929;;
03/03/2016 00:18:32;LOGON;01495929;;
03/03/2016 00:18:41;VISIT;01495929;STOPS_UTL3;
03/03/2016 00:43:52;VISIT;01495929;G_RTUTIL_A;
03/03/2016 03:45:23;LOGOFF;01495929;;
03/03/2016 00:45:31;LOGON;01495929;;
03/03/2016 00:45:54;VISIT;01495929;G_RTUTIL_A;
03/03/2016 01:00:25;EXPIRE SESSION;01495929;;
03/03/2016 01:01:48;LOGON;01495929;;
03/03/2016 01:02:03;VISIT;01495929;G_RTUTIL_A;
03/03/2016 01:31:36;VISIT;01495929;STOPS_UTL3;
03/03/2016 02:10:20;VISIT;01495929;G_RTUTIL_A;
03/03/2016 02:10:56;VISIT;01495929;STOPS_UTL3;
03/03/2016 02:19:20;VISIT;01495929;G_RTUTIL_A;
03/03/2016 05:34:22;LOGOFF;01495929;;
03/03/2016 03:02:46;LOGON;01495929;;
03/03/2016 03:02:56;VISIT;01495929;G_RTUTIL_A;
03/03/2016 04:22:22;LOGON;01495929;;
03/03/2016 04:22:32;VISIT;01495929;STOPS_UTL3;
03/03/2016 04:28:31;VISIT;01495929;G_RTUTIL_A;
03/03/2016 04:42:17;VISIT;01495929;STOPS_UTL3;
03/03/2016 04:42:58;VISIT;01495929;REL_TUR_UT;
03/03/2016 04:46:30;VISIT;01495929;STOPS_UTL3;
03/03/2016 04:49:32;VISIT;01495929;G_RTUTIL_A;
03/03/2016 05:10:52;VISIT;01495929;STOPS_UTL3;
03/03/2016 05:10:59;VISIT;01495929;REL_TUR_UT;
03/03/2016 05:56:19;VISIT;01495929;STOPS_UTL3;
03/03/2016 05:56:25;VISIT;01495929;G_RTUTIL_A;
03/03/2016 06:07:49;VISIT;01495929;STOPS_UTL3;
03/03/2016 06:38:07;EXPIRE SESSION;01495929;;
03/03/2016 19:04:44;LOGON;01495929;;
03/03/2016 19:04:52;VISIT;01495929;G_RTUTIL_A;
03/03/2016 22:48:30;LOGOFF;01495929;;
03/03/2016 22:03:48;LOGON;01495929;;
03/03/2016 22:04:09;VISIT;01495929;STOPS_UTL3;
03/03/2016 23:00:29;EXPIRE SESSION;01495929;;
04/03/2016 00:41:48;LOGON;01495929;;
04/03/2016 00:42:06;VISIT;01495929;STOPS_UTL3;
04/03/2016 00:43:21;VISIT;01495929;G_RTUTIL_A;
04/03/2016 01:00:10;EXPIRE SESSION;01495929;;
04/03/2016 01:01:31;LOGON;01495929;;
04/03/2016 01:01:37;VISIT;01495929;G_RTUTIL_A;
04/03/2016 04:16:38;LOGOFF;01495929;;
04/03/2016 02:26:24;LOGON;01495929;;
04/03/2016 02:26:37;VISIT;01495929;STOPS_UTL3;
04/03/2016 02:29:04;VISIT;01495929;G_RTUTIL_A;
04/03/2016 02:39:19;VISIT;01495929;STOPS_UTL3;
04/03/2016 03:10:22;LOGON;01495929;;
04/03/2016 03:10:29;VISIT;01495929;G_RTUTIL_A;
04/03/2016 03:36:24;VISIT;01495929;STOPS_UTL3;
04/03/2016 03:39:43;VISIT;01495929;STP0_SUP  ;
04/03/2016 03:41:01;VISIT;01495929;G_RTUTIL_A;
04/03/2016 08:23:02;LOGOFF;01495929;;
04/03/2016 05:29:28;LOGON;01495929;;
04/03/2016 05:29:38;VISIT;01495929;REL_TUR_UT;
04/03/2016 05:48:23;LOGON;01495929;;
04/03/2016 05:48:30;VISIT;01495929;G_RTUTIL_A;
04/03/2016 08:59:17;LOGOFF;01495929;;
04/03/2016 06:51:08;EXPIRE SESSION;01495929;;
06/03/2016 19:34:06;LOGON;01495929;;
06/03/2016 19:35:02;VISIT;01495929;STOPS_UTL3;
06/03/2016 19:35:06;VISIT;01495929;G_RTUTIL_A;
06/03/2016 22:50:27;LOGOFF;01495929;;
06/03/2016 20:06:28;LOGON;01495929;;
06/03/2016 20:06:35;VISIT;01495929;G_RTUTIL_A;
06/03/2016 20:20:03;VISIT;01495929;STOPS_UTL3;
06/03/2016 21:02:04;VISIT;01495929;G_RTUTIL_A;
07/03/2016 00:17:07;LOGOFF;01495929;;
07/03/2016 00:29:40;LOGON;01495929;;
07/03/2016 00:29:48;VISIT;01495929;G_RTUTIL_A;
07/03/2016 01:00:02;EXPIRE SESSION;01495929;;
07/03/2016 01:08:59;LOGON;01495929;;
07/03/2016 01:09:08;VISIT;01495929;STOPS_UTL3;
07/03/2016 01:12:15;VISIT;01495929;G_RTUTIL_A;
07/03/2016 04:28:25;LOGOFF;01495929;;
07/03/2016 04:28:25;LOGOFF;01495929;;
07/03/2016 02:32:31;LOGON;01495929;;
07/03/2016 02:32:41;VISIT;01495929;G_RTUTIL_A;
07/03/2016 03:08:29;LOGON;01495929;;
07/03/2016 03:08:39;VISIT;01495929;G_RTUTIL_A;
07/03/2016 06:23:48;LOGOFF;01495929;;
07/03/2016 03:35:22;LOGON;01495929;;
07/03/2016 03:35:31;VISIT;01495929;G_RTUTIL_A;
07/03/2016 06:53:24;LOGOFF;01495929;;
07/03/2016 04:31:08;LOGON;01495929;;
07/03/2016 04:31:13;VISIT;01495929;STOPS_UTL3;
07/03/2016 04:38:03;VISIT;01495929;G_RTUTIL_A;
07/03/2016 04:45:12;VISIT;01495929;STOPS_UTL3;
07/03/2016 04:49:51;VISIT;01495929;G_RTUTIL_A;
07/03/2016 05:05:36;VISIT;01495929;REL_TUR_UT;
07/03/2016 05:17:46;VISIT;01495929;G_RTUTIL_A;
07/03/2016 09:03:06;LOGOFF;01495929;;
07/03/2016 06:03:13;LOGON;01495929;;
07/03/2016 06:03:19;VISIT;01495929;STOPS_UTL3;
07/03/2016 09:05:50;LOGOFF;01495929;;
07/03/2016 20:21:04;LOGON;01495929;;
07/03/2016 20:21:53;VISIT;01495929;STOPS_UTL3;
07/03/2016 23:24:50;LOGOFF;01495929;;
07/03/2016 23:06:38;LOGON;01495929;;
07/03/2016 23:06:49;VISIT;01495929;G_RTUTIL_A;
07/03/2016 23:12:53;VISIT;01495929;STOPS_UTL3;
07/03/2016 23:16:26;VISIT;01495929;G_RTUTIL_A;
08/03/2016 02:31:30;LOGOFF;01495929;;
08/03/2016 00:30:28;LOGON;01495929;;
08/03/2016 00:30:54;VISIT;01495929;STOPS_UTL3;
08/03/2016 00:39:36;VISIT;01495929;G_RTUTIL_A;
08/03/2016 03:41:20;LOGOFF;01495929;;
08/03/2016 01:58:24;LOGON;01495929;;
08/03/2016 01:58:40;VISIT;01495929;G_RTUTIL_A;
08/03/2016 04:18:48;LOGON;01495929;;
08/03/2016 04:18:55;VISIT;01495929;G_RTUTIL_A;
08/03/2016 04:24:48;VISIT;01495929;STOPS_UTL3;
08/03/2016 04:42:12;VISIT;01495929;REL_TUR_UT;
08/03/2016 04:54:56;VISIT;01495929;G_RTUTIL_A;
08/03/2016 05:13:02;VISIT;01495929;STOPS_UTL3;
08/03/2016 05:14:54;VISIT;01495929;REL_TUR_UT;
08/03/2016 05:17:48;VISIT;01495929;G_RTUTIL_A;
08/03/2016 05:19:15;VISIT;01495929;STOPS_UTL3;
08/03/2016 05:23:13;VISIT;01495929;REL_TUR_UT;
08/03/2016 05:23:18;VISIT;01495929;G_RTUTIL_A;
08/03/2016 05:31:05;VISIT;01495929;REL_TUR_UT;
08/03/2016 05:39:14;VISIT;01495929;G_RTUTIL_A;
08/03/2016 05:42:55;VISIT;01495929;REL_TUR_UT;
